B365Player1,B365Player2,Best of,Date,Player1Pts,Player1Rank,Player1,Player1Sets,Round,Series,Surface,Player2Pts,Player2Rank,Player2,Player2Sets,Winner
2.62,1.44,3,2010-01-04,568,88,Nieminen J.,0,1st Round,ATP250,Hard,850,52,Gasquet R.,0,Gasquet R.
2.25,1.57,3,2010-01-04,521,105,Odesnik W.,0,1st Round,ATP250,Hard,667,63,Clement A.,0,Odesnik W.
2.2,1.61,3,2010-01-04,587,80,Petzschner P.,0,1st Round,ATP250,Hard,744,58,Gicquel M.,0,Gicquel M.
2.62,1.44,3,2010-01-04,587,81,Falla A.,0,1st Round,ATP250,Hard,1102,32,Chardy J.,0,Falla A.
1.36,3.0,3,2010-01-04,649,67,Llodra M.,0,1st Round,ATP250,Hard,461,119,Levy H.,0,Levy H.
1.61,2.2,3,2010-01-04,1021,36,Bellucci T.,0,1st Round,ATP250,Hard,611,73,Chela J.I.,0,Bellucci T.
10.0,01.04,3,2010-01-04,137,306,Millman J.,0,1st Round,ATP250,Hard,2625,12,Stepanek R.,0,Stepanek R.
01.08,7.0,3,2010-01-04,4410,7,Roddick A.,0,1st Round,ATP250,Hard,598,77,Luczak P.,0,Roddick A.
2.0,1.72,3,2010-01-05,150,286,Tomic B.,0,1st Round,ATP250,Hard,413,131,Dolgopolov O.,0,Dolgopolov O.
1.12,5.5,3,2010-01-05,1655,20,Berdych T.,0,1st Round,ATP250,Hard,179,251,Lindahl N.,0,Berdych T.
3.0,1.36,3,2010-01-05,790,55,Fish M.,0,1st Round,ATP250,Hard,945,42,Baghdatis M.,0,Baghdatis M.
2.1,1.66,3,2010-01-05,400,134,Ball C.,0,1st Round,ATP250,Hard,590,78,Zverev M.,0,Ball C.
2.0,1.72,3,2010-01-05,1320,25,Querrey S.,0,1st Round,ATP250,Hard,935,44,Blake J.,0,Blake J.
5.0,1.14,3,2010-01-05,151,285,Ebden M.,0,1st Round,ATP250,Hard,1260,28,Melzer J.,0,Ebden M.
2.62,1.44,3,2010-01-05,284,173,Reister J.,0,1st Round,ATP250,Hard,665,65,Serra F.,0,Serra F.
1.22,4.0,3,2010-01-05,2610,13,Monfils G.,0,1st Round,ATP250,Hard,602,76,Dent T.,0,Monfils G.
3.0,1.36,3,2010-01-06,744,58,Gicquel M.,0,2nd Round,ATP250,Hard,935,44,Blake J.,0,Blake J.
1.12,5.5,3,2010-01-06,2625,12,Stepanek R.,0,2nd Round,ATP250,Hard,413,131,Dolgopolov O.,0,Stepanek R.
1.57,2.25,3,2010-01-06,587,81,Falla A.,0,2nd Round,ATP250,Hard,521,105,Odesnik W.,0,Odesnik W.
01.06,8.0,3,2010-01-06,4410,7,Roddick A.,0,2nd Round,ATP250,Hard,400,134,Ball C.,0,Roddick A.
4.33,1.2,3,2010-01-06,151,285,Ebden M.,0,2nd Round,ATP250,Hard,850,52,Gasquet R.,0,Gasquet R.
1.4,2.75,3,2010-01-06,1021,36,Bellucci T.,0,2nd Round,ATP250,Hard,461,119,Levy H.,0,Bellucci T.
4.5,1.16,3,2010-01-06,665,65,Serra F.,0,2nd Round,ATP250,Hard,2610,13,Monfils G.,0,Monfils G.
1.8,1.9,3,2010-01-06,1655,20,Berdych T.,0,2nd Round,ATP250,Hard,945,42,Baghdatis M.,0,Berdych T.
4.33,1.2,3,2010-01-07,521,105,Odesnik W.,0,Quarterfinals,ATP250,Hard,2625,12,Stepanek R.,0,Stepanek R.
1.57,2.25,3,2010-01-07,2610,13,Monfils G.,0,Quarterfinals,ATP250,Hard,935,44,Blake J.,0,Monfils G.
4.0,1.22,3,2010-01-08,1021,36,Bellucci T.,0,Quarterfinals,ATP250,Hard,1655,20,Berdych T.,0,Berdych T.
1.25,3.75,3,2010-01-08,4410,7,Roddick A.,0,Quarterfinals,ATP250,Hard,850,52,Gasquet R.,0,Roddick A.
1.61,2.2,3,2010-01-09,2610,13,Monfils G.,0,Semifinals,ATP250,Hard,2625,12,Stepanek R.,0,Stepanek R.
1.3,3.4,3,2010-01-09,4410,7,Roddick A.,0,Semifinals,ATP250,Hard,1655,20,Berdych T.,0,Roddick A.
2.87,1.4,3,2010-01-10,2625,12,Stepanek R.,0,The Final,ATP250,Hard,4410,7,Roddick A.,0,Roddick A.
1.12,5.5,3,2010-01-04,2430,14,Cilic M.,0,1st Round,ATP250,Hard,525,104,Kunitsyn I.,0,Cilic M.
1.44,2.62,3,2010-01-04,739,59,Greul S.,0,1st Round,ATP250,Hard,526,103,Hajek J.,0,Hajek J.
2.0,1.72,3,2010-01-04,516,107,Giraldo S.,0,1st Round,ATP250,Hard,496,111,Phau B.,0,Giraldo S.
2.75,1.4,3,2010-01-04,75,446,Moya C.,0,1st Round,ATP250,Hard,1015,38,Tipsarevic J.,0,Tipsarevic J.
1.9,1.8,3,2010-01-04,541,96,De Bakker T.,0,1st Round,ATP250,Hard,590,79,Ram R.,0,De Bakker T.
3.0,1.36,3,2010-01-05,162,272,Ward J.,0,1st Round,ATP250,Hard,553,91,Granollers M.,0,Granollers M.
1.5,2.5,3,2010-01-05,579,83,Russell M.,0,1st Round,ATP250,Hard,222,212,Amritraj P.,0,Russell M.
01.08,7.0,3,2010-01-05,3410,8,Soderling R.,0,1st Round,ATP250,Hard,529,100,Ginepri R.,0,Ginepri R.
1.9,1.8,3,2010-01-05,580,82,Lacko L.,0,1st Round,ATP250,Hard,537,98,Lu Y.H.,0,Lacko L.
3.25,1.33,3,2010-01-05,119,341,Yang T.H.,0,1st Round,ATP250,Hard,75,447,Haase R.,0,Haase R.
1.61,2.2,3,2010-01-05,441,126,Devvarman S.,0,1st Round,ATP250,Hard,575,85,Schuettler R.,0,Devvarman S.
3.5,1.28,3,2010-01-05,506,109,Ventura S.,0,1st Round,ATP250,Hard,608,74,Berrer M.,0,Berrer M.
1.8,1.9,3,2010-01-05,936,43,Sela D.,0,1st Round,ATP250,Hard,527,102,Istomin D.,0,Sela D.
2.5,1.5,3,2010-01-05,144,293,Sorensen L.,0,1st Round,ATP250,Hard,508,108,Robert S.,0,Robert S.
2.1,1.66,3,2010-01-05,482,117,Kim K.,0,1st Round,ATP250,Hard,550,92,Brands D.,0,Kim K.
5.5,1.12,3,2010-01-05,95,391,Bopanna R.,0,1st Round,ATP250,Hard,1635,21,Wawrinka S.,0,Wawrinka S.
2.2,1.61,3,2010-01-06,541,96,De Bakker T.,0,2nd Round,ATP250,Hard,75,447,Haase R.,0,De Bakker T.
2.25,1.57,3,2010-01-06,526,103,Hajek J.,0,2nd Round,ATP250,Hard,516,107,Giraldo S.,0,Giraldo S.
1.1,6.5,3,2010-01-06,2430,14,Cilic M.,0,2nd Round,ATP250,Hard,553,91,Granollers M.,0,Cilic M.
3.0,1.36,3,2010-01-06,441,126,Devvarman S.,0,2nd Round,ATP250,Hard,1015,38,Tipsarevic J.,0,Tipsarevic J.
1.5,2.5,3,2010-01-07,936,43,Sela D.,0,2nd Round,ATP250,Hard,482,117,Kim K.,0,Sela D.
1.44,2.62,3,2010-01-07,529,100,Ginepri R.,0,2nd Round,ATP250,Hard,580,82,Lacko L.,0,Lacko L.
1.4,2.75,3,2010-01-07,608,74,Berrer M.,0,2nd Round,ATP250,Hard,508,108,Robert S.,0,Berrer M.
4.33,1.2,3,2010-01-07,579,83,Russell M.,0,2nd Round,ATP250,Hard,1635,21,Wawrinka S.,0,Wawrinka S.
1.22,4.0,3,2010-01-08,1635,21,Wawrinka S.,0,Quarterfinals,ATP250,Hard,608,74,Berrer M.,0,Wawrinka S.
3.5,1.28,3,2010-01-08,541,96,De Bakker T.,0,Quarterfinals,ATP250,Hard,1015,38,Tipsarevic J.,0,Tipsarevic J.
1.66,2.1,3,2010-01-08,936,43,Sela D.,0,Quarterfinals,ATP250,Hard,580,82,Lacko L.,0,Sela D.
7.5,01.07,3,2010-01-08,516,107,Giraldo S.,0,Quarterfinals,ATP250,Hard,2430,14,Cilic M.,0,Cilic M.
1.36,3.0,3,2010-01-09,2430,14,Cilic M.,0,Semifinals,ATP250,Hard,1015,38,Tipsarevic J.,0,Cilic M.
3.5,1.28,3,2010-01-09,936,43,Sela D.,0,Semifinals,ATP250,Hard,1635,21,Wawrinka S.,0,Wawrinka S.
1.44,2.75,3,2010-01-10,2430,14,Cilic M.,0,The Final,ATP250,Hard,1635,21,Wawrinka S.,0,Cilic M.
4.5,1.16,3,2010-01-04,613,72,Gimeno-Traver D.,0,1st Round,ATP250,Hard,1175,29,Troicki V.,0,Troicki V.
3.75,1.25,3,2010-01-04,733,60,Stakhovsky S.,0,1st Round,ATP250,Hard,1690,19,Youzhny M.,0,Stakhovsky S.
3.75,1.25,3,2010-01-04,535,99,Vassallo-Arguello M.,0,1st Round,ATP250,Hard,848,53,Korolev E.,0,Korolev E.
1.33,3.25,3,2010-01-04,767,56,Chiudinelli M.,0,1st Round,ATP250,Hard,577,84,Lorenzi P.,0,Chiudinelli M.
3.0,1.36,3,2010-01-04,790,54,Fognini F.,0,1st Round,ATP250,Hard,1015,37,Karlovic I.,0,Karlovic I.
2.25,1.57,3,2010-01-04,682,62,Starace P.,0,1st Round,ATP250,Hard,642,69,Gil F.,0,Starace P.
2.75,1.4,3,2010-01-04,1140,31,Montanes A.,0,1st Round,ATP250,Hard,555,90,Gulbis E.,0,Gulbis E.
2.37,1.53,3,2010-01-05,451,122,Darcis S.,0,1st Round,ATP250,Hard,954,41,Garcia-Lopez G.,0,Darcis S.
4.33,1.2,3,2010-01-05,633,70,Hernandez O.,0,1st Round,ATP250,Hard,900,49,Seppi A.,0,Seppi A.
1.14,5.0,3,2010-01-05,528,101,Kubot L.,0,1st Round,ATP250,Hard,145,291,Maamoun K.,0,Kubot L.
12.0,01.02,3,2010-01-05,549,93,Bolelli S.,0,1st Round,ATP250,Hard,9205,2,Nadal R.,0,Nadal R.
1.0,21.0,3,2010-01-05,10550,1,Federer R.,0,1st Round,ATP250,Hard,575,86,Rochus C.,0,Federer R.
9.0,01.05,3,2010-01-05,409,132,Kukushkin M.,0,1st Round,ATP250,Hard,4930,6,Davydenko N.,0,Davydenko N.
2.0,1.72,3,2010-01-06,528,101,Kubot L.,0,2nd Round,ATP250,Hard,733,60,Stakhovsky S.,0,Kubot L.
15.0,01.01,3,2010-01-06,848,53,Korolev E.,0,2nd Round,ATP250,Hard,10550,1,Federer R.,0,Federer R.
1.5,2.5,3,2010-01-06,1175,29,Troicki V.,0,2nd Round,ATP250,Hard,757,57,Rochus O.,0,Troicki V.
7.0,01.08,3,2010-01-06,767,56,Chiudinelli M.,0,2nd Round,ATP250,Hard,4930,6,Davydenko N.,0,Davydenko N.
01.01,15.0,3,2010-01-06,9205,2,Nadal R.,0,2nd Round,ATP250,Hard,682,62,Starace P.,0,Nadal R.
2.62,1.44,3,2010-01-06,986,40,Becker B.,0,2nd Round,ATP250,Hard,1015,37,Karlovic I.,0,Karlovic I.
1.57,2.25,3,2010-01-06,555,90,Gulbis E.,0,2nd Round,ATP250,Hard,900,49,Seppi A.,0,Gulbis E.
2.75,1.4,3,2010-01-07,528,101,Kubot L.,0,Quarterfinals,ATP250,Hard,1175,29,Troicki V.,0,Troicki V.
01.06,8.0,3,2010-01-07,10550,1,Federer R.,0,Quarterfinals,ATP250,Hard,555,90,Gulbis E.,0,Federer R.
4.33,1.2,3,2010-01-07,1015,37,Karlovic I.,0,Quarterfinals,ATP250,Hard,4930,6,Davydenko N.,0,Davydenko N.
01.02,12.0,3,2010-01-08,9205,2,Nadal R.,0,Semifinals,ATP250,Hard,1175,29,Troicki V.,0,Nadal R.
1.4,2.75,3,2010-01-08,10550,1,Federer R.,0,Semifinals,ATP250,Hard,4930,6,Davydenko N.,0,Davydenko N.
2.2,1.66,3,2010-01-09,4930,6,Davydenko N.,0,The Final,ATP250,Hard,9205,2,Nadal R.,0,Davydenko N.
1.61,2.2,3,2010-01-10,170,263,King-Turner D.,0,1st Round,ATP250,Hard,126,332,Statham J.,0,Statham J.
1.5,2.5,3,2010-01-11,1066,34,Bellucci T.,0,1st Round,ATP250,Hard,775,56,Chiudinelli M.,0,Bellucci T.
3.0,1.36,3,2010-01-11,790,54,Fognini F.,0,1st Round,ATP250,Hard,1260,28,Melzer J.,0,Melzer J.
1.53,2.37,3,2010-01-11,1170,30,Monaco J.,0,1st Round,ATP250,Hard,904,48,Zeballos H.,0,Monaco J.
3.75,1.25,3,2010-01-11,73,456,Lemke J.,0,1st Round,ATP250,Hard,1140,31,Montanes A.,0,Montanes A.
1.57,2.25,3,2010-01-11,223,209,Lammer M.,0,1st Round,ATP250,Hard,167,266,Evans D.,0,Lammer M.
2.5,1.5,3,2010-01-11,954,43,Garcia-Lopez G.,0,1st Round,ATP250,Hard,1067,33,Isner J.,0,Isner J.
1.57,2.25,3,2010-01-11,737,60,Greul S.,0,1st Round,ATP250,Hard,577,86,Lorenzi P.,0,Greul S.
1.4,2.75,3,2010-01-12,746,59,Mayer F.,0,1st Round,ATP250,Hard,26,675,Grosjean S.,0,Grosjean S.
1.72,2.0,3,2010-01-12,750,58,Gicquel M.,0,1st Round,ATP250,Hard,769,57,Rochus O.,0,Gicquel M.
6.5,1.1,3,2010-01-12,189,235,Huegun I.,0,1st Round,ATP250,Hard,1260,27,Kohlschreiber P.,0,Kohlschreiber P.
2.5,1.5,3,2010-01-12,647,67,Clement A.,0,1st Round,ATP250,Hard,1102,32,Chardy J.,0,Clement A.
4.33,1.2,3,2010-01-12,126,332,Statham J.,0,2nd Round,ATP250,Hard,1140,31,Montanes A.,0,Montanes A.
2.0,1.72,3,2010-01-12,1260,27,Kohlschreiber P.,0,2nd Round,ATP250,Hard,1066,34,Bellucci T.,0,Kohlschreiber P.
1.72,2.0,3,2010-01-13,1170,30,Monaco J.,0,2nd Round,ATP250,Hard,1067,33,Isner J.,0,Isner J.
1.16,4.5,3,2010-01-13,2175,16,Robredo T.,0,2nd Round,ATP250,Hard,737,60,Greul S.,0,Robredo T.
1.83,1.83,3,2010-01-13,1305,26,Almagro N.,0,2nd Round,ATP250,Hard,750,58,Gicquel M.,0,Gicquel M.
1.36,3.0,3,2010-01-13,1260,28,Melzer J.,0,2nd Round,ATP250,Hard,26,675,Grosjean S.,0,Melzer J.
1.22,4.0,3,2010-01-13,1870,17,Ferrer D.,0,2nd Round,ATP250,Hard,647,67,Clement A.,0,Clement A.
1.33,3.25,3,2010-01-13,1140,31,Montanes A.,0,Quarterfinals,ATP250,Hard,223,209,Lammer M.,0,Montanes A.
1.57,2.25,3,2010-01-14,2175,16,Robredo T.,0,Quarterfinals,ATP250,Hard,1067,33,Isner J.,0,Isner J.
2.2,1.61,3,2010-01-14,647,67,Clement A.,0,Quarterfinals,ATP250,Hard,1260,28,Melzer J.,0,Clement A.
2.25,1.57,3,2010-01-14,750,58,Gicquel M.,0,Quarterfinals,ATP250,Hard,1260,27,Kohlschreiber P.,0,Kohlschreiber P.
1.33,3.25,3,2010-01-14,1067,33,Isner J.,0,Semifinals,ATP250,Hard,1140,31,Montanes A.,0,Isner J.
1.36,3.0,3,2010-01-15,1260,27,Kohlschreiber P.,0,Semifinals,ATP250,Hard,647,67,Clement A.,0,Clement A.
1.61,2.25,3,2010-01-16,1067,33,Isner J.,0,The Final,ATP250,Hard,647,67,Clement A.,0,Isner J.
3.0,1.36,3,2010-01-11,905,46,Lopez F.,0,1st Round,ATP250,Hard,805,53,Gasquet R.,0,Gasquet R.
1.28,3.5,3,2010-01-11,900,49,Seppi A.,0,1st Round,ATP250,Hard,258,184,Matosevic M.,0,Seppi A.
2.2,1.61,3,2010-01-11,639,70,Llodra M.,0,1st Round,ATP250,Hard,899,50,Cuevas P.,0,Cuevas P.
1.16,4.5,3,2010-01-11,965,42,Baghdatis M.,0,1st Round,ATP250,Hard,191,233,Lindahl N.,0,Baghdatis M.
1.72,2.0,3,2010-01-11,642,69,Gil F.,0,1st Round,ATP250,Hard,682,62,Starace P.,0,Starace P.
1.66,2.1,3,2010-01-11,607,76,Mayer L.,0,1st Round,ATP250,Hard,1030,36,Andreev I.,0,Mayer L.
1.44,2.62,3,2010-01-12,1320,25,Querrey S.,0,1st Round,ATP250,Hard,854,52,Korolev E.,0,Korolev E.
1.44,2.62,3,2010-01-12,1220,29,Troicki V.,0,1st Round,ATP250,Hard,665,64,Serra F.,0,Troicki V.
1.72,2.0,3,2010-01-12,611,75,Chela J.I.,0,1st Round,ATP250,Hard,1009,39,Becker B.,0,Becker B.
1.66,2.1,3,2010-01-12,924,45,Benneteau J.,0,1st Round,ATP250,Hard,1006,40,Sela D.,0,Benneteau J.
2.1,1.66,3,2010-01-12,420,131,Ball C.,0,1st Round,ATP250,Hard,790,55,Fish M.,0,Fish M.
1.9,1.8,3,2010-01-12,598,78,Luczak P.,0,1st Round,ATP250,Hard,870,51,Acasuso J.,0,Luczak P.
3.5,1.28,3,2010-01-13,1009,39,Becker B.,0,2nd Round,ATP250,Hard,805,53,Gasquet R.,0,Gasquet R.
1.72,2.0,3,2010-01-13,790,55,Fish M.,0,2nd Round,ATP250,Hard,854,52,Korolev E.,0,Fish M.
2.1,1.66,3,2010-01-13,899,50,Cuevas P.,0,2nd Round,ATP250,Hard,607,76,Mayer L.,0,Mayer L.
1.8,1.9,3,2010-01-13,965,42,Baghdatis M.,0,2nd Round,ATP250,Hard,1220,29,Troicki V.,0,Baghdatis M.
-1.0,-1.0,3,2010-01-13,582,83,Dent T.,0,2nd Round,ATP250,Hard,924,45,Benneteau J.,0,Benneteau J.
4.0,1.22,3,2010-01-13,598,78,Luczak P.,0,2nd Round,ATP250,Hard,1680,21,Berdych T.,0,Luczak P.
3.0,1.36,3,2010-01-13,900,49,Seppi A.,0,2nd Round,ATP250,Hard,1600,22,Hewitt L.,0,Hewitt L.
1.12,5.5,3,2010-01-14,805,53,Gasquet R.,0,Quarterfinals,ATP250,Hard,682,62,Starace P.,0,Gasquet R.
2.0,1.72,3,2010-01-14,607,76,Mayer L.,0,Quarterfinals,ATP250,Hard,924,45,Benneteau J.,0,Benneteau J.
2.62,1.44,3,2010-01-14,965,42,Baghdatis M.,0,Quarterfinals,ATP250,Hard,1600,22,Hewitt L.,0,Baghdatis M.
2.62,1.44,3,2010-01-14,598,78,Luczak P.,0,Quarterfinals,ATP250,Hard,790,55,Fish M.,0,Fish M.
1.38,2.87,3,2010-01-15,805,53,Gasquet R.,0,Semifinals,ATP250,Hard,924,45,Benneteau J.,0,Gasquet R.
2.62,1.44,3,2010-01-15,790,55,Fish M.,0,Semifinals,ATP250,Hard,965,42,Baghdatis M.,0,Baghdatis M.
2.0,1.8,3,2010-01-16,965,42,Baghdatis M.,0,The Final,ATP250,Hard,805,53,Gasquet R.,0,Baghdatis M.
9.0,01.05,5,2010-01-18,769,59,Rochus O.,0,1st Round,Grand Slam,Hard,2870,11,Gonzalez F.,0,Gonzalez F.
01.04,10.0,5,2010-01-18,1405,24,Ljubicic I.,0,1st Round,Grand Slam,Hard,573,86,Kubler J.,0,Ljubicic I.
1.36,3.0,5,2010-01-18,2525,13,Stepanek R.,0,1st Round,Grand Slam,Hard,1015,39,Karlovic I.,0,Karlovic I.
1.4,2.75,5,2010-01-18,746,60,Mayer F.,0,1st Round,Grand Slam,Hard,582,81,Petzschner P.,0,Mayer F.
2.75,1.4,5,2010-01-18,445,124,Kavcic B.,0,1st Round,Grand Slam,Hard,559,89,Odesnik W.,0,Odesnik W.
01.02,12.0,5,2010-01-18,4510,7,Roddick A.,0,1st Round,Grand Slam,Hard,586,80,De Bakker T.,0,Roddick A.
1.33,3.25,5,2010-01-18,835,54,Fish M.,0,1st Round,Grand Slam,Hard,407,131,Golubev A.,0,Golubev A.
01.01,15.0,5,2010-01-18,6780,4,Murray A.,0,1st Round,Grand Slam,Hard,347,148,Anderson K.,0,Murray A.
12.0,01.02,5,2010-01-18,554,90,Russell M.,0,1st Round,Grand Slam,Hard,6580,5,Del Potro J.M.,0,Del Potro J.M.
1.53,2.37,5,2010-01-18,150,289,Tomic B.,0,1st Round,Grand Slam,Hard,287,173,Rufin G.,0,Tomic B.
21.0,1.0,5,2010-01-18,635,70,Luczak P.,0,1st Round,Grand Slam,Hard,9310,2,Nadal R.,0,Nadal R.
01.03,11.0,5,2010-01-19,3300,9,Verdasco F.,0,1st Round,Grand Slam,Hard,420,129,Ball C.,0,Verdasco F.
3.75,1.25,5,2010-01-19,550,91,Brands D.,0,1st Round,Grand Slam,Hard,860,53,Korolev E.,0,Korolev E.
1.11,6.0,5,2010-01-19,1680,21,Berdych T.,0,1st Round,Grand Slam,Hard,95,390,Haase R.,0,Berdych T.
1.4,2.75,5,2010-01-19,525,101,Lu Y.H.,0,1st Round,Grand Slam,Hard,156,284,Sorensen L.,0,Sorensen L.
1.4,2.75,5,2010-01-19,1260,28,Isner J.,0,1st Round,Grand Slam,Hard,900,49,Seppi A.,0,Isner J.
1.22,4.0,5,2010-01-19,1006,41,Sela D.,0,1st Round,Grand Slam,Hard,225,209,Sergeyev I.,0,Sergeyev I.
01.07,7.5,5,2010-01-19,2610,12,Monfils G.,0,1st Round,Grand Slam,Hard,183,251,Ebden M.,0,Monfils G.
3.25,1.33,5,2010-01-19,905,48,Cuevas P.,0,1st Round,Grand Slam,Hard,905,46,Lopez F.,0,Lopez F.
1.28,3.5,5,2010-01-19,398,132,Nieminen J.,0,1st Round,Grand Slam,Hard,191,235,Lindahl N.,0,Nieminen J.
11.0,01.03,5,2010-01-19,645,67,Santoro F.,0,1st Round,Grand Slam,Hard,2430,14,Cilic M.,0,Cilic M.
4.0,1.22,5,2010-01-19,505,107,Schuettler R.,0,1st Round,Grand Slam,Hard,1240,29,Querrey S.,0,Schuettler R.
3.75,1.25,5,2010-01-19,954,44,Garcia-Lopez G.,0,1st Round,Grand Slam,Hard,1765,19,Wawrinka S.,0,Wawrinka S.
2.1,1.66,5,2010-01-19,525,100,Kunitsyn I.,0,1st Round,Grand Slam,Hard,870,51,Acasuso J.,0,Kunitsyn I.
21.0,1.0,5,2010-01-19,278,175,Kindlmann D.,0,1st Round,Grand Slam,Hard,4930,6,Davydenko N.,0,Davydenko N.
2.37,1.53,5,2010-01-19,322,154,Ilhan M.,0,1st Round,Grand Slam,Hard,46,564,Grosjean S.,0,Ilhan M.
4.0,1.22,5,2010-01-19,381,133,Guez D.,0,1st Round,Grand Slam,Hard,969,43,Benneteau J.,0,Benneteau J.
2.5,1.5,5,2010-01-19,612,75,Lacko L.,0,1st Round,Grand Slam,Hard,637,69,Mayer L.,0,Lacko L.
1.53,2.37,5,2010-01-19,1260,27,Melzer J.,0,1st Round,Grand Slam,Hard,665,64,Serra F.,0,Serra F.
1.2,4.33,5,2010-01-19,1086,35,Bellucci T.,0,1st Round,Grand Slam,Hard,518,102,Gabashvili T.,0,Bellucci T.
3.25,1.33,5,2010-01-19,797,55,Clement A.,0,1st Round,Grand Slam,Hard,935,45,Blake J.,0,Blake J.
6.0,1.11,5,2010-01-19,483,113,Granollers M.,0,1st Round,Grand Slam,Hard,3410,8,Soderling R.,0,Granollers M.
4.33,1.2,5,2010-01-19,899,50,Zeballos H.,0,1st Round,Grand Slam,Hard,1260,26,Kohlschreiber P.,0,Kohlschreiber P.
1.44,2.62,5,2010-01-19,775,57,Gicquel M.,0,1st Round,Grand Slam,Hard,529,98,Bolelli S.,0,Gicquel M.
15.0,01.01,5,2010-01-19,1030,37,Andreev I.,0,1st Round,Grand Slam,Hard,10550,1,Federer R.,0,Federer R.
1.4,2.75,5,2010-01-19,573,86,Kubot L.,0,1st Round,Grand Slam,Hard,590,78,Zverev M.,0,Kubot L.
4.0,1.22,5,2010-01-19,540,94,Lapentti N.,0,1st Round,Grand Slam,Hard,1220,30,Troicki V.,0,Troicki V.
6.5,1.1,5,2010-01-19,483,114,Giraldo S.,0,1st Round,Grand Slam,Hard,2175,16,Robredo T.,0,Giraldo S.
2.62,1.44,5,2010-01-19,578,84,Ram R.,0,1st Round,Grand Slam,Hard,377,134,Koubek S.,0,Koubek S.
2.25,1.57,5,2010-01-19,208,224,Veic A.,0,1st Round,Grand Slam,Hard,617,73,Koellerer D.,0,Veic A.
1.57,2.25,5,2010-01-19,580,82,Gulbis E.,0,1st Round,Grand Slam,Hard,1170,33,Monaco J.,0,Monaco J.
1.8,1.9,5,2010-01-19,455,119,Marchenko I.,0,1st Round,Grand Slam,Hard,55,509,Moya C.,0,Marchenko I.
4.5,1.16,5,2010-01-19,739,61,Greul S.,0,1st Round,Grand Slam,Hard,1855,17,Haas T.,0,Haas T.
01.08,7.0,5,2010-01-19,2875,10,Tsonga J.W.,0,1st Round,Grand Slam,Hard,708,62,Stakhovsky S.,0,Tsonga J.W.
11.0,01.03,5,2010-01-19,580,83,Lorenzi P.,0,1st Round,Grand Slam,Hard,1215,31,Baghdatis M.,0,Baghdatis M.
1.062,8.0,5,2010-01-19,1060,36,Tipsarevic J.,0,1st Round,Grand Slam,Hard,119,341,Harrison R.,0,Tipsarevic J.
1.28,3.5,5,2010-01-19,1555,23,Ferrero J.C.,0,1st Round,Grand Slam,Hard,260,185,Dodig I.,0,Dodig I.
1.4,2.75,5,2010-01-19,627,72,Llodra M.,0,1st Round,Grand Slam,Hard,535,96,Vassallo-Arguello M.,0,Llodra M.
3.75,1.25,5,2010-01-19,565,88,Daniel M.,0,1st Round,Grand Slam,Hard,594,77,Falla A.,0,Falla A.
1.4,2.75,5,2010-01-19,588,79,Dent T.,0,1st Round,Grand Slam,Hard,790,56,Fognini F.,0,Dent T.
1.28,3.5,5,2010-01-19,529,99,Ginepri R.,0,1st Round,Grand Slam,Hard,546,92,Hajek J.,0,Hajek J.
1.5,2.5,5,2010-01-19,905,47,Hanescu V.,0,1st Round,Grand Slam,Hard,611,76,Chela J.I.,0,Hanescu V.
2.75,1.4,5,2010-01-19,291,169,Zemlja G.,0,1st Round,Grand Slam,Hard,1016,38,Becker B.,0,Becker B.
2.1,1.66,5,2010-01-19,1690,20,Youzhny M.,0,1st Round,Grand Slam,Hard,865,52,Gasquet R.,0,Youzhny M.
13.0,01.01,5,2010-01-19,245,194,Hocevar R.,0,1st Round,Grand Slam,Hard,1600,22,Hewitt L.,0,Hewitt L.
1.22,4.0,5,2010-01-19,775,58,Chiudinelli M.,0,1st Round,Grand Slam,Hard,270,180,Matosevic M.,0,Chiudinelli M.
1.57,2.25,5,2010-01-19,707,63,Starace P.,0,1st Round,Grand Slam,Hard,515,104,Robert S.,0,Robert S.
1.66,2.1,5,2010-01-19,244,195,Young D.,0,1st Round,Grand Slam,Hard,575,85,Rochus C.,0,Young D.
15.0,01.01,5,2010-01-19,613,74,Gimeno-Traver D.,0,1st Round,Grand Slam,Hard,8310,3,Djokovic N.,0,Djokovic N.
1.22,4.0,5,2010-01-19,653,66,Berrer M.,0,1st Round,Grand Slam,Hard,485,112,Vliegen K.,0,Berrer M.
1.36,3.0,5,2010-01-19,1090,34,Chardy J.,0,1st Round,Grand Slam,Hard,515,103,Istomin D.,0,Istomin D.
1.9,1.8,5,2010-01-19,1305,25,Almagro N.,0,1st Round,Grand Slam,Hard,541,93,Malisse X.,0,Almagro N.
12.0,01.02,5,2010-01-20,322,154,Ilhan M.,0,2nd Round,Grand Slam,Hard,2870,11,Gonzalez F.,0,Gonzalez F.
01.05,9.0,5,2010-01-20,4510,7,Roddick A.,0,2nd Round,Grand Slam,Hard,1086,35,Bellucci T.,0,Roddick A.
1.22,4.0,5,2010-01-20,1680,21,Berdych T.,0,2nd Round,Grand Slam,Hard,860,53,Korolev E.,0,Korolev E.
1.4,2.75,5,2010-01-20,905,46,Lopez F.,0,2nd Round,Grand Slam,Hard,505,107,Schuettler R.,0,Lopez F.
3.75,1.25,5,2010-01-20,559,89,Odesnik W.,0,2nd Round,Grand Slam,Hard,1260,26,Kohlschreiber P.,0,Kohlschreiber P.
