B365Player1,B365Player2,Best of,Date,Player1Pts,Player1Rank,Player1,Player1Sets,Round,Series,Surface,Player2Pts,Player2Rank,Player2,Player2Sets,Winner
1.61,2.2,3,2015-05-10,1100,40,Vesely J.,0,1st Round,Masters 1000,Clay,1560,22,Gulbis E.,0,Vesely J.
1.9,1.8,3,2015-05-11,1147,33,Sock J.,0,1st Round,Masters 1000,Clay,2255,12,Simon G.,0,Simon G.
1.12,6.0,3,2015-05-11,3075,11,Dimitrov G.,0,1st Round,Masters 1000,Clay,940,46,Janowicz J.,0,Dimitrov G.
5.5,1.14,3,2015-05-11,920,48,Young D.,0,1st Round,Masters 1000,Clay,1535,23,Kohlschreiber P.,0,Kohlschreiber P.
1.25,3.75,3,2015-05-11,1855,17,Isner J.,0,1st Round,Masters 1000,Clay,903,51,Sousa J.,0,Isner J.
2.5,1.5,3,2015-05-11,666,75,Lajovic D.,0,1st Round,Masters 1000,Clay,1135,36,Monaco J.,0,Monaco J.
2.25,1.57,3,2015-05-11,915,49,Thiem D.,0,1st Round,Masters 1000,Clay,861,57,Bolelli S.,0,Thiem D.
1.83,1.83,3,2015-05-11,1248,29,Mannarino A.,0,1st Round,Masters 1000,Clay,592,87,Ilhan M.,0,Ilhan M.
1.14,5.5,3,2015-05-11,1502,24,Cuevas P.,0,1st Round,Masters 1000,Clay,543,94,Lorenzi P.,0,Cuevas P.
13.0,01.04,3,2015-05-11,240,199,Fabbiano T.,0,1st Round,Masters 1000,Clay,1580,21,Gasquet R.,0,Gasquet R.
1.25,3.75,3,2015-05-11,1215,31,Fognini F.,0,1st Round,Masters 1000,Clay,905,50,Johnson S.,0,Fognini F.
1.57,2.25,3,2015-05-12,3360,10,Cilic M.,0,1st Round,Masters 1000,Clay,1290,28,Garcia-Lopez G.,0,Garcia-Lopez G.
1.36,3.0,3,2015-05-12,645,80,Dolgopolov O.,0,1st Round,Masters 1000,Clay,1180,32,Klizan M.,0,Dolgopolov O.
1.44,2.62,3,2015-05-12,1220,30,Kyrgios N.,0,1st Round,Masters 1000,Clay,2245,13,Lopez F.,0,Lopez F.
1.61,2.2,3,2015-05-12,1147,34,Troicki V.,0,1st Round,Masters 1000,Clay,1355,27,Tomic B.,0,Troicki V.
7.0,1.1,3,2015-05-12,226,212,Arnaboldi A.,0,1st Round,Masters 1000,Clay,1705,20,Goffin D.,0,Goffin D.
1.22,4.0,3,2015-05-12,1715,19,Bautista Agut R.,0,1st Round,Masters 1000,Clay,880,54,Granollers M.,0,Bautista Agut R.
2.75,1.4,3,2015-05-12,1125,37,Querrey S.,0,1st Round,Masters 1000,Clay,2090,14,Tsonga J.W.,0,Tsonga J.W.
1.36,3.0,3,2015-05-12,3575,9,Wawrinka S.,0,2nd Round,Masters 1000,Clay,1135,36,Monaco J.,0,Wawrinka S.
15.0,01.03,3,2015-05-12,290,174,Almagro N.,0,2nd Round,Masters 1000,Clay,13845,1,Djokovic N.,0,Djokovic N.
1.53,2.37,3,2015-05-12,4310,8,Ferrer D.,0,2nd Round,Masters 1000,Clay,1580,21,Gasquet R.,0,Ferrer D.
19.0,01.02,3,2015-05-12,172,282,Donati M.,0,2nd Round,Masters 1000,Clay,5140,5,Berdych T.,0,Berdych T.
1.8,1.9,3,2015-05-13,1290,28,Garcia-Lopez G.,0,2nd Round,Masters 1000,Clay,645,80,Dolgopolov O.,0,Garcia-Lopez G.
2.62,1.44,3,2015-05-13,1442,25,Mayer L.,0,2nd Round,Masters 1000,Clay,1855,17,Isner J.,0,Isner J.
1.12,6.0,3,2015-05-13,7130,3,Murray A.,0,2nd Round,Masters 1000,Clay,1120,38,Chardy J.,0,Murray A.
8.0,01.08,3,2015-05-13,1100,40,Vesely J.,0,2nd Round,Masters 1000,Clay,5040,6,Nishikori K.,0,Nishikori K.
01.01,23.0,3,2015-05-13,4990,7,Nadal R.,0,2nd Round,Masters 1000,Clay,592,87,Ilhan M.,0,Nadal R.
1.33,3.25,3,2015-05-13,1715,19,Bautista Agut R.,0,2nd Round,Masters 1000,Clay,714,68,Bellucci T.,0,Bellucci T.
2.5,1.5,3,2015-05-13,1215,31,Fognini F.,0,2nd Round,Masters 1000,Clay,3075,11,Dimitrov G.,0,Fognini F.
1.53,2.37,3,2015-05-13,2090,14,Tsonga J.W.,0,2nd Round,Masters 1000,Clay,1705,20,Goffin D.,0,Goffin D.
2.1,1.66,3,2015-05-13,1147,34,Troicki V.,0,2nd Round,Masters 1000,Clay,2245,13,Lopez F.,0,Troicki V.
4.5,1.18,3,2015-05-13,1502,24,Cuevas P.,0,2nd Round,Masters 1000,Clay,8645,2,Federer R.,0,Federer R.
1.11,6.5,3,2015-05-14,4990,7,Nadal R.,0,3rd Round,Masters 1000,Clay,1855,17,Isner J.,0,Nadal R.
3.0,1.36,3,2015-05-14,915,49,Thiem D.,0,3rd Round,Masters 1000,Clay,3575,9,Wawrinka S.,0,Wawrinka S.
1.2,4.33,3,2015-05-14,4310,8,Ferrer D.,0,3rd Round,Masters 1000,Clay,1290,28,Garcia-Lopez G.,0,Ferrer D.
7.0,1.1,3,2015-05-14,1925,16,Anderson K.,0,3rd Round,Masters 1000,Clay,8645,2,Federer R.,0,Federer R.
1.33,3.25,3,2015-05-14,5140,5,Berdych T.,0,3rd Round,Masters 1000,Clay,1215,31,Fognini F.,0,Berdych T.
8.0,01.08,3,2015-05-14,1147,34,Troicki V.,0,3rd Round,Masters 1000,Clay,5040,6,Nishikori K.,0,Nishikori K.
01.02,19.0,3,2015-05-14,13845,1,Djokovic N.,0,3rd Round,Masters 1000,Clay,714,68,Bellucci T.,0,Djokovic N.
4.5,1.2,3,2015-05-15,1705,20,Goffin D.,0,Quarterfinals,Masters 1000,Clay,4310,8,Ferrer D.,0,Ferrer D.
1.53,2.5,3,2015-05-15,8645,2,Federer R.,0,Quarterfinals,Masters 1000,Clay,5140,5,Berdych T.,0,Federer R.
4.5,1.2,3,2015-05-15,5040,6,Nishikori K.,0,Quarterfinals,Masters 1000,Clay,13845,1,Djokovic N.,0,Djokovic N.
5.0,1.16,3,2015-05-15,3575,9,Wawrinka S.,0,Quarterfinals,Masters 1000,Clay,4990,7,Nadal R.,0,Wawrinka S.
6.0,1.12,3,2015-05-16,4310,8,Ferrer D.,0,Semifinals,Masters 1000,Clay,13845,1,Djokovic N.,0,Djokovic N.
1.53,2.5,3,2015-05-16,8645,2,Federer R.,0,Semifinals,Masters 1000,Clay,3575,9,Wawrinka S.,0,Federer R.
3.25,1.36,3,2015-05-17,8645,2,Federer R.,0,The Final,Masters 1000,Clay,13845,1,Djokovic N.,0,Djokovic N.
2.1,1.66,3,2015-05-17,210,229,Rublev A.,0,1st Round,ATP250,Clay,603,86,Nieminen J.,0,Rublev A.
3.0,1.36,3,2015-05-17,573,92,Berankis R.,0,1st Round,ATP250,Clay,710,67,Giraldo S.,0,Giraldo S.
1.72,2.0,3,2015-05-18,433,124,Kuznetsov An.,0,1st Round,ATP250,Clay,926,48,Haider-Maurer A.,0,Kuznetsov An.
2.25,1.57,3,2015-05-18,650,80,Souza J.,0,1st Round,ATP250,Clay,903,50,Sousa J.,0,Sousa J.
1.18,4.5,3,2015-05-18,755,63,Ramos A.,0,1st Round,ATP250,Clay,526,100,Matosevic M.,0,Ramos A.
1.5,2.5,3,2015-05-18,596,87,Dzumhur D.,0,1st Round,ATP250,Clay,505,104,Melzer J.,0,Melzer J.
1.8,1.9,3,2015-05-18,700,70,Youzhny M.,0,1st Round,ATP250,Clay,533,98,Struff J.L.,0,Youzhny M.
3.5,1.28,3,2015-05-18,832,58,Baghdatis M.,0,1st Round,ATP250,Clay,823,60,Bellucci T.,0,Bellucci T.
2.5,1.5,3,2015-05-19,725,66,Istomin D.,0,1st Round,ATP250,Clay,76,474,Tipsarevic J.,0,Istomin D.
3.0,1.36,3,2015-05-19,677,76,Gabashvili T.,0,1st Round,ATP250,Clay,687,74,Delbonis F.,0,Delbonis F.
1.16,5.0,3,2015-05-19,1035,40,Rosol L.,0,1st Round,ATP250,Clay,754,64,Lu Y.H.,0,Rosol L.
1.44,2.62,3,2015-05-19,525,101,Berlocq C.,0,1st Round,ATP250,Clay,1223,31,Mannarino A.,0,Mannarino A.
1.5,2.5,3,2015-05-19,710,67,Giraldo S.,0,2nd Round,ATP250,Clay,700,70,Youzhny M.,0,Giraldo S.
4.33,1.2,3,2015-05-19,210,229,Rublev A.,0,2nd Round,ATP250,Clay,3325,10,Cilic M.,0,Cilic M.
1.5,2.5,3,2015-05-20,687,74,Delbonis F.,0,2nd Round,ATP250,Clay,433,124,Kuznetsov An.,0,Delbonis F.
2.62,1.44,3,2015-05-20,505,104,Melzer J.,0,2nd Round,ATP250,Clay,903,50,Sousa J.,0,Sousa J.
1.4,2.75,3,2015-05-20,823,60,Bellucci T.,0,2nd Round,ATP250,Clay,725,66,Istomin D.,0,Bellucci T.
3.0,1.36,3,2015-05-20,1223,31,Mannarino A.,0,2nd Round,ATP250,Clay,1025,41,Andujar P.,0,Andujar P.
1.16,5.0,3,2015-05-20,3845,9,Wawrinka S.,0,2nd Round,ATP250,Clay,1035,40,Rosol L.,0,Wawrinka S.
5.0,1.16,3,2015-05-20,965,45,Becker B.,0,2nd Round,ATP250,Clay,755,63,Ramos A.,0,Ramos A.
3.25,1.33,3,2015-05-21,710,67,Giraldo S.,0,Quarterfinals,ATP250,Clay,3325,10,Cilic M.,0,Giraldo S.
2.5,1.5,3,2015-05-21,755,63,Ramos A.,0,Quarterfinals,ATP250,Clay,823,60,Bellucci T.,0,Bellucci T.
2.62,1.44,3,2015-05-21,903,50,Sousa J.,0,Quarterfinals,ATP250,Clay,1025,41,Andujar P.,0,Sousa J.
1.22,4.0,3,2015-05-21,3845,9,Wawrinka S.,0,Quarterfinals,ATP250,Clay,687,74,Delbonis F.,0,Delbonis F.
1.5,2.62,3,2015-05-22,823,60,Bellucci T.,0,Semifinals,ATP250,Clay,710,67,Giraldo S.,0,Bellucci T.
1.36,3.25,3,2015-05-22,687,74,Delbonis F.,0,Semifinals,ATP250,Clay,903,50,Sousa J.,0,Sousa J.
1.36,3.25,3,2015-05-23,823,60,Bellucci T.,0,The Final,ATP250,Clay,903,50,Sousa J.,0,Bellucci T.
4.5,1.18,3,2015-05-17,213,225,Hamou M.,0,1st Round,ATP250,Clay,815,61,Carreno-Busta P.,0,Carreno-Busta P.
1.33,3.25,3,2015-05-17,1170,34,Monaco J.,0,1st Round,ATP250,Clay,698,71,Paire B.,0,Monaco J.
6.5,1.11,3,2015-05-18,65,516,Venus M.,0,1st Round,ATP250,Clay,850,55,Johnson S.,0,Johnson S.
1.25,3.75,3,2015-05-18,1115,38,Querrey S.,0,1st Round,ATP250,Clay,542,95,Bemelmans R.,0,Querrey S.
2.75,1.4,3,2015-05-18,688,73,Groth S.,0,1st Round,ATP250,Clay,890,53,Coric B.,0,Coric B.
1.57,2.25,3,2015-05-18,995,42,Thiem D.,0,1st Round,ATP250,Clay,945,46,Estrella Burgos V.,0,Thiem D.
2.25,1.57,3,2015-05-19,162,291,Tiafoe F.,0,1st Round,ATP250,Clay,589,88,Duckworth J.,0,Duckworth J.
1.36,3.0,3,2015-05-19,1230,30,Kyrgios N.,0,1st Round,ATP250,Clay,842,57,Kukushkin M.,0,Kyrgios N.
1.4,2.75,3,2015-05-19,1137,36,Sock J.,0,1st Round,ATP250,Clay,685,75,Lajovic D.,0,Lajovic D.
1.4,2.75,3,2015-05-19,573,91,Pouille L.,0,1st Round,ATP250,Clay,688,72,Smyczek T.,0,Pouille L.
3.5,1.28,3,2015-05-19,894,52,Stakhovsky S.,0,1st Round,ATP250,Clay,705,68,Dolgopolov O.,0,Dolgopolov O.
1.25,3.75,3,2015-05-19,1935,17,Isner J.,0,2nd Round,ATP250,Clay,850,55,Johnson S.,0,Isner J.
2.75,1.4,3,2015-05-19,1115,38,Querrey S.,0,2nd Round,ATP250,Clay,1170,34,Monaco J.,0,Monaco J.
1.33,3.25,3,2015-05-20,1487,24,Mayer L.,0,2nd Round,ATP250,Clay,573,91,Pouille L.,0,Mayer L.
1.66,2.1,3,2015-05-20,815,61,Carreno-Busta P.,0,2nd Round,ATP250,Clay,685,75,Lajovic D.,0,Lajovic D.
2.62,1.44,3,2015-05-20,1480,25,Gulbis E.,0,2nd Round,ATP250,Clay,705,68,Dolgopolov O.,0,Gulbis E.
5.0,1.16,3,2015-05-20,184,269,Mina G.,0,2nd Round,ATP250,Clay,890,53,Coric B.,0,Coric B.
1.36,3.0,3,2015-05-20,589,88,Duckworth J.,0,2nd Round,ATP250,Clay,153,304,Halys Q.,0,Duckworth J.
3.25,1.33,3,2015-05-21,685,75,Lajovic D.,0,Quarterfinals,ATP250,Clay,1935,17,Isner J.,0,Isner J.
1.57,2.25,3,2015-05-21,995,42,Thiem D.,0,Quarterfinals,ATP250,Clay,1480,25,Gulbis E.,0,Thiem D.
1.44,2.62,3,2015-05-21,1170,34,Monaco J.,0,Quarterfinals,ATP250,Clay,1487,24,Mayer L.,0,Mayer L.
1.3,3.4,3,2015-05-21,890,53,Coric B.,0,Quarterfinals,ATP250,Clay,589,88,Duckworth J.,0,Coric B.
1.57,2.37,3,2015-05-22,1935,17,Isner J.,0,Semifinals,ATP250,Clay,995,42,Thiem D.,0,Thiem D.
1.44,2.75,3,2015-05-22,1487,24,Mayer L.,0,Semifinals,ATP250,Clay,890,53,Coric B.,0,Mayer L.
2.1,1.72,3,2015-05-23,1487,24,Mayer L.,0,The Final,ATP250,Clay,995,42,Thiem D.,0,Thiem D.
1.11,6.5,5,2015-05-24,1750,20,Bautista Agut R.,0,1st Round,Grand Slam,Clay,63,527,Mayer F.,0,Bautista Agut R.
13.0,01.04,5,2015-05-24,575,92,Soeda G.,0,1st Round,Grand Slam,Clay,1285,28,Kohlschreiber P.,0,Kohlschreiber P.
1.44,2.62,5,2015-05-24,1035,43,Rosol L.,0,1st Round,Grand Slam,Clay,283,175,Ymer E.,0,Rosol L.
1.72,2.0,5,2015-05-24,1330,25,Karlovic I.,0,1st Round,Grand Slam,Clay,832,59,Baghdatis M.,0,Baghdatis M.
01.01,21.0,5,2015-05-24,9235,2,Federer R.,0,1st Round,Grand Slam,Clay,485,109,Falla A.,0,Federer R.
17.0,01.02,5,2015-05-24,647,81,Ilhan M.,0,1st Round,Grand Slam,Clay,3845,9,Wawrinka S.,0,Wawrinka S.
1.44,2.62,5,2015-05-24,845,57,Granollers M.,0,1st Round,Grand Slam,Clay,431,124,Bachinger M.,0,Granollers M.
2.75,1.4,5,2015-05-24,780,63,Ramos A.,0,1st Round,Grand Slam,Clay,1050,42,Andujar P.,0,Andujar P.
3.0,1.36,5,2015-05-24,469,116,Mahut N.,0,1st Round,Grand Slam,Clay,494,107,Coppejans K.,0,Mahut N.
3.0,1.36,5,2015-05-24,311,166,Sijsling I.,0,1st Round,Grand Slam,Clay,1275,29,Gulbis E.,0,Gulbis E.
01.02,19.0,5,2015-05-24,5220,5,Nishikori K.,0,1st Round,Grand Slam,Clay,429,125,Mathieu P.H.,0,Nishikori K.
3.75,1.25,5,2015-05-24,471,114,Gonzalez M.,0,1st Round,Grand Slam,Clay,730,67,Lajovic D.,0,Lajovic D.
5.0,1.16,5,2015-05-24,850,56,Johnson S.,0,1st Round,Grand Slam,Clay,1335,24,Garcia-Lopez G.,0,Johnson S.
17.0,01.02,5,2015-05-24,225,214,Lindell C.,0,1st Round,Grand Slam,Clay,2045,15,Tsonga J.W.,0,Tsonga J.W.
8.0,01.08,5,2015-05-24,580,91,Sela D.,0,1st Round,Grand Slam,Clay,842,58,Kukushkin M.,0,Sela D.
2.1,1.66,5,2015-05-25,546,95,Bemelmans R.,0,1st Round,Grand Slam,Clay,965,48,Becker B.,0,Becker B.
3.0,1.36,5,2015-05-25,422,129,Stepanek R.,0,1st Round,Grand Slam,Clay,466,119,Dodig I.,0,Stepanek R.
15.0,01.03,5,2015-05-25,494,106,Ito T.,0,1st Round,Grand Slam,Clay,1295,27,Fognini F.,0,Fognini F.
1.66,2.1,5,2015-05-25,1170,35,Monaco J.,0,1st Round,Grand Slam,Clay,627,82,Delbonis F.,0,Monaco J.
34.0,1.0150000000000001,5,2015-05-25,360,146,Nishioka Y.,0,1st Round,Grand Slam,Clay,5230,4,Berdych T.,0,Berdych T.
1.18,4.5,5,2015-05-25,1170,36,Klizan M.,0,1st Round,Grand Slam,Clay,168,287,Tiafoe F.,0,Klizan M.
9.0,01.07,5,2015-05-25,691,72,Groth S.,0,1st Round,Grand Slam,Clay,1502,23,Cuevas P.,0,Cuevas P.
2.2,1.61,5,2015-05-25,677,74,Gabashvili T.,0,1st Round,Grand Slam,Clay,2280,12,Lopez F.,0,Gabashvili T.
2.37,1.53,5,2015-05-25,573,93,Berankis R.,0,1st Round,Grand Slam,Clay,894,54,Stakhovsky S.,0,Stakhovsky S.
1.12,6.0,5,2015-05-25,1180,34,Verdasco F.,0,1st Round,Grand Slam,Clay,303,168,Daniel T.,0,Verdasco F.
2.75,1.4,5,2015-05-25,342,152,Elias G.,0,1st Round,Grand Slam,Clay,698,71,Paire B.,0,Paire B.
1.57,2.25,5,2015-05-25,1320,26,Tomic B.,0,1st Round,Grand Slam,Clay,505,102,Vanni L.,0,Tomic B.
2.75,1.4,5,2015-05-25,668,75,Bedene A.,0,1st Round,Grand Slam,Clay,1225,31,Thiem D.,0,Thiem D.
1.33,3.25,5,2015-05-25,2210,13,Simon G.,0,1st Round,Grand Slam,Clay,581,90,Pouille L.,0,Simon G.
6.5,1.11,5,2015-05-25,527,99,Krajinovic F.,0,1st Round,Grand Slam,Clay,1835,18,Goffin D.,0,Goffin D.
1.22,4.0,5,2015-05-25,1755,19,Robredo T.,0,1st Round,Grand Slam,Clay,386,135,Golubev A.,0,Robredo T.
4.0,1.22,5,2015-05-25,910,52,Young D.,0,1st Round,Grand Slam,Clay,755,64,Giraldo S.,0,Giraldo S.
1.1,7.0,5,2015-05-25,1065,40,Bellucci T.,0,1st Round,Grand Slam,Clay,526,100,Matosevic M.,0,Bellucci T.
4.0,1.22,5,2015-05-25,323,160,Basilashvili N.,0,1st Round,Grand Slam,Clay,619,84,Kokkinakis T.,0,Kokkinakis T.
1.22,4.0,5,2015-05-25,1250,30,Kyrgios N.,0,1st Round,Grand Slam,Clay,655,77,Istomin D.,0,Kyrgios N.
1.72,2.0,5,2015-05-25,1115,38,Querrey S.,0,1st Round,Grand Slam,Clay,970,46,Coric B.,0,Coric B.
01.07,9.0,5,2015-05-25,2065,14,Monfils G.,0,1st Round,Grand Slam,Clay,432,123,Roger-Vasselin E.,0,Monfils G.
2.5,1.5,5,2015-05-25,926,51,Haider-Maurer A.,0,1st Round,Grand Slam,Clay,785,62,Schwartzman D.,0,Schwartzman D.
1.16,5.0,5,2015-05-25,826,60,Bolelli S.,0,1st Round,Grand Slam,Clay,664,76,Darcis S.,0,Bolelli S.
1.44,2.62,5,2015-05-25,1223,32,Mannarino A.,0,1st Round,Grand Slam,Clay,480,110,Melzer J.,0,Melzer J.
1.25,3.75,5,2015-05-25,1217,33,Troicki V.,0,1st Round,Grand Slam,Clay,533,98,Struff J.L.,0,Troicki V.
34.0,1.002,5,2015-05-25,385,137,Arguello F.,0,1st Round,Grand Slam,Clay,7040,3,Murray A.,0,Murray A.
1.3,3.4,5,2015-05-25,465,120,Kuznetsov An.,0,1st Round,Grand Slam,Clay,618,85,Jaziri M.,0,Kuznetsov An.
2.62,1.44,5,2015-05-25,56,558,Robert S.,0,1st Round,Grand Slam,Clay,447,121,Edmund K.,0,Edmund K.
1.3,3.4,5,2015-05-26,3370,10,Cilic M.,0,1st Round,Grand Slam,Clay,647,80,Haase R.,0,Cilic M.
3.25,1.33,5,2015-05-26,650,78,Souza J.,0,1st Round,Grand Slam,Clay,746,66,Gimeno-Traver D.,0,Gimeno-Traver D.
1.2,4.33,5,2015-05-26,940,50,Janowicz J.,0,1st Round,Grand Slam,Clay,213,225,Hamou M.,0,Janowicz J.
1.83,1.83,5,2015-05-26,649,79,Kavcic B.,0,1st Round,Grand Slam,Clay,754,65,Lu Y.H.,0,Lu Y.H.
1.005,29.0,5,2015-05-26,4490,8,Ferrer D.,0,1st Round,Grand Slam,Clay,567,94,Lacko L.,0,Ferrer D.
2.5,1.5,5,2015-05-26,1053,41,Vesely J.,0,1st Round,Grand Slam,Clay,1580,22,Mayer L.,0,Mayer L.
1.22,4.0,5,2015-05-26,1008,44,Sousa J.,0,1st Round,Grand Slam,Clay,895,53,Pospisil V.,0,Sousa J.
4.5,1.18,5,2015-05-26,361,145,Berrer M.,0,1st Round,Grand Slam,Clay,985,45,Chardy J.,0,Chardy J.
2.25,1.57,5,2015-05-26,261,187,Arnaboldi A.,0,1st Round,Grand Slam,Clay,626,83,Duckworth J.,0,Arnaboldi A.
9.0,01.07,5,2015-05-26,688,73,Smyczek T.,0,1st Round,Grand Slam,Clay,1970,17,Anderson K.,0,Anderson K.
1.0,51.0,5,2015-05-26,4570,7,Nadal R.,0,1st Round,Grand Slam,Clay,159,296,Halys Q.,0,Nadal R.
3.5,1.28,5,2015-05-26,427,127,Marchenko I.,0,1st Round,Grand Slam,Clay,480,111,Berlocq C.,0,Berlocq C.
1.5,2.5,5,2015-05-26,335,154,Almagro N.,0,1st Round,Grand Slam,Clay,705,69,Dolgopolov O.,0,Almagro N.
17.0,01.02,5,2015-05-26,229,209,Gigounon G.,0,1st Round,Grand Slam,Clay,1625,21,Gasquet R.,0,Gasquet R.
1.25,3.75,5,2015-05-26,1980,16,Isner J.,0,1st Round,Grand Slam,Clay,1100,39,Seppi A.,0,Isner J.
34.0,1.002,5,2015-05-26,603,87,Nieminen J.,0,1st Round,Grand Slam,Clay,13845,1,Djokovic N.,0,Djokovic N.
4.33,1.2,5,2015-05-26,1125,37,Sock J.,0,1st Round,Grand Slam,Clay,2760,11,Dimitrov G.,0,Sock J.
2.0,1.72,5,2015-05-26,945,49,Estrella Burgos V.,0,1st Round,Grand Slam,Clay,825,61,Carreno-Busta P.,0,Carreno-Busta P.
1.66,2.1,5,2015-05-27,868,55,Muller G.,0,1st Round,Grand Slam,Clay,617,86,Lorenzi P.,0,Muller G.
01.04,13.0,5,2015-05-27,1180,34,Verdasco F.,0,2nd Round,Grand Slam,Clay,965,48,Becker B.,0,Becker B.
1.53,2.37,5,2015-05-27,2210,13,Simon G.,0,2nd Round,Grand Slam,Clay,1170,36,Klizan M.,0,Simon G.
2.2,1.61,5,2015-05-27,894,54,Stakhovsky S.,0,2nd Round,Grand Slam,Clay,850,56,Johnson S.,0,Johnson S.
01.07,9.0,5,2015-05-27,3845,9,Wawrinka S.,0,2nd Round,Grand Slam,Clay,730,67,Lajovic D.,0,Wawrinka S.
17.0,01.02,5,2015-05-27,845,57,Granollers M.,0,2nd Round,Grand Slam,Clay,9235,2,Federer R.,0,Federer R.
2.25,1.57,5,2015-05-27,601,88,Dzumhur D.,0,2nd Round,Grand Slam,Clay,832,59,Baghdatis M.,0,Dzumhur D.
1.83,1.83,5,2015-05-27,1225,31,Thiem D.,0,2nd Round,Grand Slam,Clay,1502,23,Cuevas P.,0,Cuevas P.
3.25,1.33,5,2015-05-27,677,74,Gabashvili T.,0,2nd Round,Grand Slam,Clay,1170,35,Monaco J.,0,Gabashvili T.
7.0,1.1,5,2015-05-27,1065,40,Bellucci T.,0,2nd Round,Grand Slam,Clay,5220,5,Nishikori K.,0,Nishikori K.
5.0,1.16,5,2015-05-27,469,116,Mahut N.,0,2nd Round,Grand Slam,Clay,1275,29,Gulbis E.,0,Mahut N.
1.25,3.75,5,2015-05-27,1295,27,Fognini F.,0,2nd Round,Grand Slam,Clay,698,71,Paire B.,0,Paire B.
4.5,1.18,5,2015-05-27,1035,43,Rosol L.,0,2nd Round,Grand Slam,Clay,1750,20,Bautista Agut R.,0,Rosol L.
6.0,1.12,5,2015-05-27,785,62,Schwartzman D.,0,2nd Round,Grand Slam,Clay,2065,14,Monfils G.,0,Monfils G.
01.02,17.0,5,2015-05-27,5230,4,Berdych T.,0,2nd Round,Grand Slam,Clay,422,129,Stepanek R.,0,Berdych T.
21.0,01.01,5,2015-05-27,580,91,Sela D.,0,2nd Round,Grand Slam,Clay,2045,15,Tsonga J.W.,0,Tsonga J.W.
01.06,10.0,5,2015-05-28,3370,10,Cilic M.,0,2nd Round,Grand Slam,Clay,261,187,Arnaboldi A.,0,Cilic M.
3.4,1.3,5,2015-05-28,940,50,Janowicz J.,0,2nd Round,Grand Slam,Clay,1580,22,Mayer L.,0,Mayer L.
1.5,2.5,5,2015-05-28,619,84,Kokkinakis T.,0,2nd Round,Grand Slam,Clay,1320,26,Tomic B.,0,Kokkinakis T.
9.0,01.07,5,2015-05-28,335,154,Almagro N.,0,2nd Round,Grand Slam,Clay,4570,7,Nadal R.,0,Nadal R.
3.0,1.36,5,2015-05-28,1050,42,Andujar P.,0,2nd Round,Grand Slam,Clay,1285,28,Kohlschreiber P.,0,Andujar P.
2.62,1.44,5,2015-05-28,480,110,Melzer J.,0,2nd Round,Grand Slam,Clay,465,120,Kuznetsov An.,0,Kuznetsov An.
1.28,3.5,5,2015-05-28,1835,18,Goffin D.,0,2nd Round,Grand Slam,Clay,755,64,Giraldo S.,0,Goffin D.
1.36,3.0,5,2015-05-28,1755,19,Robredo T.,0,2nd Round,Grand Slam,Clay,970,46,Coric B.,0,Coric B.
01.01,21.0,5,2015-05-28,7040,3,Murray A.,0,2nd Round,Grand Slam,Clay,1008,44,Sousa J.,0,Murray A.
34.0,1.002,5,2015-05-28,868,55,Muller G.,0,2nd Round,Grand Slam,Clay,13845,1,Djokovic N.,0,Djokovic N.
2.5,1.5,5,2015-05-28,985,45,Chardy J.,0,2nd Round,Grand Slam,Clay,1980,16,Isner J.,0,Chardy J.
2.75,1.4,5,2015-05-28,825,61,Carreno-Busta P.,0,2nd Round,Grand Slam,Clay,1125,37,Sock J.,0,Sock J.
1.53,2.37,5,2015-05-28,826,60,Bolelli S.,0,2nd Round,Grand Slam,Clay,1217,33,Troicki V.,0,Bolelli S.
6.5,1.11,5,2015-05-28,754,65,Lu Y.H.,0,2nd Round,Grand Slam,Clay,1970,17,Anderson K.,0,Anderson K.
01.02,17.0,5,2015-05-28,4490,8,Ferrer D.,0,2nd Round,Grand Slam,Clay,746,66,Gimeno-Traver D.,0,Ferrer D.
7.0,1.1,5,2015-05-29,480,111,Berlocq C.,0,2nd Round,Grand Slam,Clay,1625,21,Gasquet R.,0,Gasquet R.
2.0,1.72,5,2015-05-29,677,74,Gabashvili T.,0,3rd Round,Grand Slam,Clay,1035,43,Rosol L.,0,Gabashvili T.
7.0,1.1,5,2015-05-29,469,116,Mahut N.,0,3rd Round,Grand Slam,Clay,2210,13,Simon G.,0,Simon G.
01.01,26.0,5,2015-05-29,9235,2,Federer R.,0,3rd Round,Grand Slam,Clay,601,88,Dzumhur D.,0,Federer R.
8.0,01.08,5,2015-05-29,850,56,Johnson S.,0,3rd Round,Grand Slam,Clay,3845,9,Wawrinka S.,0,Wawrinka S.
01.07,9.0,5,2015-05-29,5230,4,Berdych T.,0,3rd Round,Grand Slam,Clay,698,71,Paire B.,0,Berdych T.
3.0,1.36,5,2015-05-29,1502,23,Cuevas P.,0,3rd Round,Grand Slam,Clay,2065,14,Monfils G.,0,Monfils G.
1.25,3.75,5,2015-05-29,2045,15,Tsonga J.W.,0,3rd Round,Grand Slam,Clay,1050,42,Andujar P.,0,Tsonga J.W.
7.0,1.1,5,2015-05-30,1250,30,Kyrgios N.,0,3rd Round,Grand Slam,Clay,7040,3,Murray A.,0,Murray A.
1.57,2.25,5,2015-05-30,3370,10,Cilic M.,0,3rd Round,Grand Slam,Clay,1580,22,Mayer L.,0,Cilic M.
